# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-t" "gene" "-g" "ID" "-F" "GFF" "-T" "4" "-a" "reference.gff" "-o" "counts.txt" "SRR10379726_1_trimmed.bam" "SRR10379723_1_trimmed.bam" "SRR10379725_1_trimmed.bam" "SRR10379722_1_trimmed.bam" "SRR10379724_1_trimmed.bam" "SRR10379721_1_trimmed.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379726_1_trimmed.bam	SRR10379723_1_trimmed.bam	SRR10379725_1_trimmed.bam	SRR10379722_1_trimmed.bam	SRR10379724_1_trimmed.bam	SRR10379721_1_trimmed.bam
gene-SAOUHSC_00993	CP000253.1	963913	964023	+	111	2	293	41	221	63	339
gene-SAOUHSC_00994	CP000253.1	964093	967863	-	3771	18945	23958	62506	23937	62164	25407
gene-SAOUHSC_00995	CP000253.1	968091	968525	-	435	191	406	833	421	685	551
gene-SAOUHSC_00996	CP000253.1	968680	969150	-	471	573	10075	9170	8588	7520	14182
gene-SAOUHSC_00997	CP000253.1	969198	970415	-	1218	3263	19682	23675	17345	16141	26302
gene-SAOUHSC_00998	CP000253.1	970866	972059	+	1194	91	11556	1960	7952	2056	12215
gene-SAOUHSC_00999	CP000253.1	972596	972874	-	279	2401	7193	14700	11143	19382	12045
gene-SAOUHSC_01000	CP000253.1	972883	973488	-	606	10828	16720	40188	23250	39644	24853
gene-SAOUHSC_01001	CP000253.1	973478	975466	-	1989	56497	53963	148876	72072	131576	73212
gene-SAOUHSC_01002	CP000253.1	975466	976566	-	1101	18297	23069	85454	31942	71270	30609
gene-SAOUHSC_01003	CP000253.1	976868	976990	+	123	4	85	46	42	38	81
gene-SAOUHSC_01005	CP000253.1	977138	977455	-	318	759	18108	18084	20215	9863	24303
gene-SAOUHSC_01007	CP000253.1	978261	979121	-	861	1713	13907	14961	14096	11982	19837
gene-SAOUHSC_01008	CP000253.1	979385	979804	+	420	3190	1220	7387	1938	7004	1784
gene-SAOUHSC_01009	CP000253.1	979791	980915	+	1125	3865	3844	23914	5614	14328	5031
gene-SAOUHSC_01010	CP000253.1	980919	981623	+	705	1798	1144	7397	1596	4099	1514
gene-SAOUHSC_01011	CP000253.1	981623	981886	+	264	459	884	3565	1134	2915	1208
gene-SAOUHSC_01012	CP000253.1	981888	982559	+	672	2257	2704	13394	3517	7481	3544
gene-SAOUHSC_01013	CP000253.1	982552	984741	+	2190	14856	14868	42541	17809	41318	19994
gene-SAOUHSC_01014	CP000253.1	984720	986204	+	1485	8943	16360	45024	17484	40660	21426
gene-SAOUHSC_01015	CP000253.1	986197	987225	+	1029	12011	14717	41213	15324	32412	17874
gene-SAOUHSC_01016	CP000253.1	987228	987794	+	567	4551	9666	29133	9658	18959	11612
gene-SAOUHSC_01017	CP000253.1	987809	989287	+	1479	15894	28036	75158	28793	51131	34318
gene-SAOUHSC_01018	CP000253.1	989309	990556	+	1248	23303	40198	70869	36900	62647	50613
gene-SAOUHSC_01019	CP000253.1	990821	991627	-	807	72	2385	1064	1544	1012	2560
gene-SAOUHSC_01021	CP000253.1	991620	993020	-	1401	964	5645	4516	5297	4273	6518
gene-SAOUHSC_01022	CP000253.1	993035	993610	-	576	488	1392	2491	1280	2304	1606
gene-SAOUHSC_01023	CP000253.1	993974	994093	+	120	11	199	45	183	42	215
gene-SAOUHSC_01024	CP000253.1	994194	994328	-	135	98	750	5030	1354	5111	1469
gene-SAOUHSC_01025	CP000253.1	994480	995775	+	1296	5308	13527	31803	15506	25939	16653
gene-SAOUHSC_01026	CP000253.1	996200	997372	+	1173	528	1008	4032	1198	2627	1388
gene-SAOUHSC_01027	CP000253.1	997426	997968	+	543	5883	5043	14677	7273	20034	7850
gene-SAOUHSC_01028	CP000253.1	998122	998388	+	267	7244	6927	19929	10832	24358	10999
gene-SAOUHSC_01029	CP000253.1	998391	1000109	+	1719	32754	54183	131597	84378	149276	83994
gene-SAOUHSC_01030	CP000253.1	1000346	1000579	-	234	13	375	336	340	484	559
gene-SAOUHSC_01031	CP000253.1	1000777	1002138	+	1362	1090	6449	5609	7745	5298	10556
gene-SAOUHSC_01032	CP000253.1	1002135	1003154	+	1020	294	4893	5071	5910	4329	8123
gene-SAOUHSC_01034	CP000253.1	1003287	1003949	+	663	2584	4012	8706	5629	6135	6632
gene-SAOUHSC_A00992	CP000253.1	1003967	1004122	+	156	401	901	1314	1410	1200	1431
gene-SAOUHSC_01035	CP000253.1	1004298	1005995	-	1698	3179	13750	30279	18037	34295	25286
gene-SAOUHSC_01036	CP000253.1	1005995	1006213	-	219	263	1218	4493	1297	2988	1879
gene-SAOUHSC_01037	CP000253.1	1006242	1006364	-	123	5	108	787	138	355	126
gene-SAOUHSC_01038	CP000253.1	1006694	1007245	-	552	315	1595	2235	1729	2274	2586
gene-SAOUHSC_01039	CP000253.1	1007610	1008236	+	627	260	2109	6295	2171	5627	3487
gene-SAOUHSC_01040	CP000253.1	1008407	1009519	+	1113	7505	25448	21669	33967	33115	36740
gene-SAOUHSC_01041	CP000253.1	1009523	1010500	+	978	12853	19361	15083	24685	26423	28849
gene-SAOUHSC_01042	CP000253.1	1010591	1011883	+	1293	18772	39646	34775	53161	55784	59206
gene-SAOUHSC_01043	CP000253.1	1011887	1013293	+	1407	13100	52311	36976	65140	80943	81787
gene-SAOUHSC_01044	CP000253.1	1013461	1013736	+	276	240	540	1317	642	1004	808
gene-SAOUHSC_01045	CP000253.1	1013880	1014419	+	540	98	1333	2251	1488	1385	1398
gene-SAOUHSC_01046	CP000253.1	1014432	1015526	+	1095	149	2466	3307	2919	1948	2633
gene-SAOUHSC_01047	CP000253.1	1015519	1016316	+	798	89	1184	1051	1162	655	1177
gene-SAOUHSC_01048	CP000253.1	1016322	1017131	+	810	108	2446	1848	2417	1292	2524
gene-SAOUHSC_01049	CP000253.1	1017131	1018204	+	1074	4235	5659	5909	6231	4984	6684
gene-SAOUHSC_01050	CP000253.1	1018278	1019297	+	1020	6489	30311	48074	28817	32272	38377
gene-SAOUHSC_01051	CP000253.1	1019580	1019999	+	420	609	676	5049	872	3645	1259
gene-SAOUHSC_01053	CP000253.1	1020081	1021433	-	1353	446	1383	3990	1454	2990	2098
gene-SAOUHSC_01054	CP000253.1	1021617	1022231	-	615	259	565	2347	867	2089	1355
gene-SAOUHSC_01055	CP000253.1	1022388	1023215	+	828	3418	12677	9252	14909	8985	19669
gene-SAOUHSC_01057	CP000253.1	1023313	1023600	+	288	422	1616	3314	1726	2857	2178
gene-SAOUHSC_01058	CP000253.1	1023662	1025509	+	1848	2407	17657	11768	14998	14543	21388
gene-SAOUHSC_01060	CP000253.1	1025649	1025816	-	168	134	610	1236	744	1112	875
gene-SAOUHSC_01061	CP000253.1	1025818	1026300	-	483	245	1475	2763	1498	2591	2063
gene-SAOUHSC_01062	CP000253.1	1026441	1026716	+	276	349	1944	4901	2336	6704	2890
gene-SAOUHSC_01063	CP000253.1	1027030	1028256	+	1227	872	3402	7557	3524	6266	4912
gene-SAOUHSC_01064	CP000253.1	1028810	1032262	+	3453	13026	12178	51889	14697	53857	18684
gene-SAOUHSC_01065	CP000253.1	1032402	1033472	-	1071	2031	3754	8584	4243	7625	5561
gene-SAOUHSC_01066	CP000253.1	1033753	1034664	+	912	1818	2625	10767	4488	9699	3834
gene-SAOUHSC_01067	CP000253.1	1034689	1035150	+	462	434	2087	8476	2815	6538	2914
gene-SAOUHSC_01068	CP000253.1	1035362	1035565	+	204	35	102	459	60	236	80
gene-SAOUHSC_01069	CP000253.1	1035693	1036514	+	822	670	2303	6238	2886	5092	3533
gene-SAOUHSC_01070	CP000253.1	1036530	1036964	+	435	402	1241	2576	1508	2321	1905
gene-SAOUHSC_01071	CP000253.1	1037027	1037953	-	927	672	863	3852	1131	2387	1524
gene-SAOUHSC_01072	CP000253.1	1038192	1038446	+	255	35	265	1018	395	1011	489
gene-SAOUHSC_01073	CP000253.1	1038449	1038838	-	390	77	386	1170	367	987	587
gene-SAOUHSC_01074	CP000253.1	1038980	1039450	+	471	372	976	1687	774	1066	1282
gene-SAOUHSC_01075	CP000253.1	1039452	1039934	+	483	346	2020	2272	1560	1840	2624
gene-SAOUHSC_01076	CP000253.1	1039996	1041135	-	1140	128	786	1731	929	1354	1193
gene-SAOUHSC_01077	CP000253.1	1041262	1041819	+	558	1621	34653	18235	32688	20363	38899
gene-SAOUHSC_A01041	CP000253.1	1041731	1041955	-	225	234	2117	2387	1240	825	1458
gene-SAOUHSC_01078	CP000253.1	1041899	1042030	+	132	234	2277	1271	2009	1965	2678
gene-SAOUHSC_01079	CP000253.1	1042227	1044164	-	1938	75	1428	471	1344	519	1876
gene-SAOUHSC_01081	CP000253.1	1044368	1045420	-	1053	407	588	2933	634	1618	1028
gene-SAOUHSC_01082	CP000253.1	1045629	1046312	+	684	38	187	419	209	369	279
gene-SAOUHSC_01084	CP000253.1	1046312	1047388	+	1077	17	321	510	284	359	482
gene-SAOUHSC_01085	CP000253.1	1047415	1048263	+	849	18	251	252	273	205	421
gene-SAOUHSC_01086	CP000253.1	1048276	1049052	+	777	17	144	145	127	109	207
gene-SAOUHSC_01087	CP000253.1	1048947	1049240	+	294	6	70	50	63	45	91
gene-SAOUHSC_01088	CP000253.1	1049302	1050036	+	735	13	109	103	85	77	149
gene-SAOUHSC_01089	CP000253.1	1050055	1050378	+	324	3	113	103	70	56	151
gene-SAOUHSC_01090	CP000253.1	1050415	1050522	+	108	0	5	12	5	7	14
gene-SAOUHSC_01091	CP000253.1	1050762	1051502	+	741	685	1702	4813	1825	4569	2410
gene-SAOUHSC_01092	CP000253.1	1051883	1052941	+	1059	420	682	1631	918	1431	1066
gene-SAOUHSC_01093	CP000253.1	1052941	1055343	+	2403	1610	3513	10092	3766	8009	5283
gene-SAOUHSC_01095	CP000253.1	1055514	1056452	-	939	273	428	1066	534	975	744
gene-SAOUHSC_01096	CP000253.1	1056822	1057082	+	261	202	1097	2074	1214	1716	1519
gene-SAOUHSC_01097	CP000253.1	1057090	1057611	+	522	90	1690	2144	1930	2192	2630
gene-SAOUHSC_01098	CP000253.1	1057684	1059396	+	1713	334	3167	4065	4364	4362	5616
gene-SAOUHSC_01099	CP000253.1	1059406	1061754	+	2349	1514	6624	8904	8408	9043	10287
gene-SAOUHSC_01100	CP000253.1	1061927	1062241	+	315	1384	4184	13662	7680	16088	9507
gene-SAOUHSC_01101	CP000253.1	1062304	1062399	-	96	4	131	215	118	169	186
gene-SAOUHSC_01102	CP000253.1	1062634	1064346	+	1713	1656	3254	8151	4591	6544	4987
gene-SAOUHSC_01103	CP000253.1	1064670	1065284	+	615	1384	5937	12467	8544	12832	8415
gene-SAOUHSC_01104	CP000253.1	1065336	1067102	+	1767	20125	37515	57134	52612	50041	52389
gene-SAOUHSC_01105	CP000253.1	1067102	1067917	+	816	5691	27260	27635	36205	30401	38795
gene-SAOUHSC_01106	CP000253.1	1068153	1068953	+	801	2110	2737	9319	4202	7480	4597
gene-SAOUHSC_01107	CP000253.1	1068965	1069552	+	588	525	1849	4877	2622	4346	3102
gene-SAOUHSC_01108	CP000253.1	1069545	1070048	+	504	286	1990	5742	3206	4692	3490
gene-SAOUHSC_01109	CP000253.1	1070176	1070343	+	168	0	2	2	0	5	1
gene-SAOUHSC_01110	CP000253.1	1070537	1070866	+	330	249	7904	8992	9881	21245	15008
gene-SAOUHSC_01111	CP000253.1	1071183	1071275	-	93	1	6	1	6	6	6
gene-SAOUHSC_01112	CP000253.1	1071235	1071636	-	402	23	1077	755	1234	1357	1661
gene-SAOUHSC_01113	CP000253.1	1072308	1072814	+	507	40	1202	552	712	543	1160
gene-SAOUHSC_01114	CP000253.1	1073073	1073570	+	498	462	4302	4843	5167	9179	7297
gene-SAOUHSC_01115	CP000253.1	1073724	1074074	+	351	142	3034	3381	3201	5906	4965
gene-SAOUHSC_01118	CP000253.1	1074500	1074745	+	246	377	397	578	494	654	693
gene-SAOUHSC_A01079	CP000253.1	1074797	1074952	+	156	9	44	22	51	36	57
gene-SAOUHSC_01119	CP000253.1	1074896	1075081	-	186	22	155	212	99	330	238
gene-SAOUHSC_A01081	CP000253.1	1075291	1075509	-	219	67	113	417	46	321	62
gene-SAOUHSC_01120	CP000253.1	1075703	1075936	-	234	117	759	1788	784	1855	1019
gene-SAOUHSC_01121	CP000253.1	1076413	1077372	-	960	2886	420517	30644	377838	33205	582541
gene-SAOUHSC_01122	CP000253.1	1078045	1078191	+	147	0	6	1	5	2	6
gene-SAOUHSC_01123	CP000253.1	1078148	1078372	+	225	8	1842	333	1480	640	2142
gene-SAOUHSC_01124	CP000253.1	1078816	1079532	-	717	42	1067	536	821	434	1187
gene-SAOUHSC_01125	CP000253.1	1079640	1080365	-	726	23	640	311	499	293	749
gene-SAOUHSC_01127	CP000253.1	1080460	1081185	-	726	37	616	413	593	344	759
gene-SAOUHSC_01128	CP000253.1	1081623	1082624	+	1002	79	733	399	803	388	970
gene-SAOUHSC_01129	CP000253.1	1082647	1083579	+	933	168	1565	762	1479	567	2084
gene-SAOUHSC_01130	CP000253.1	1083817	1085307	+	1491	1465	3216	4098	3296	2794	4031
gene-SAOUHSC_01131	CP000253.1	1085615	1085842	+	228	42	718	1192	641	1332	854
gene-SAOUHSC_01133	CP000253.1	1086147	1087094	-	948	216	602	1764	589	1635	769
gene-SAOUHSC_01134	CP000253.1	1087343	1087531	+	189	9	62	234	65	203	119
gene-SAOUHSC_T0006	CP000253.1	1088006	1088079	-	74	96	115	381	357	487	274
gene-SAOUHSC_01135	CP000253.1	1088443	1088577	+	135	155	29621	1118	13012	1331	35708
gene-SAOUHSC_01136	CP000253.1	1088634	1088768	+	135	719	44764	875	24881	2278	56967
gene-SAOUHSC_01137	CP000253.1	1088892	1089587	+	696	178	2444	1513	1519	1090	2711
gene-SAOUHSC_01138	CP000253.1	1089696	1090136	-	441	356	5277	6465	4675	4820	6698
gene-SAOUHSC_01139	CP000253.1	1090331	1090558	+	228	20	1746	952	1169	695	1818
gene-SAOUHSC_01140	CP000253.1	1090500	1090661	-	162	353	1275	589	1102	624	1480
gene-SAOUHSC_01141	CP000253.1	1090750	1091952	+	1203	828	21654	6452	16687	7078	23559
gene-SAOUHSC_01142	CP000253.1	1092096	1092527	+	432	3588	5864	24048	9163	34635	10368
gene-SAOUHSC_01143	CP000253.1	1092564	1093478	+	915	13641	6779	39370	10234	41469	11648
gene-SAOUHSC_01144	CP000253.1	1093492	1093893	+	402	970	2928	9453	3273	7451	4830
gene-SAOUHSC_01145	CP000253.1	1093874	1096108	+	2235	4250	10305	15947	12213	19396	15722
gene-SAOUHSC_01146	CP000253.1	1096400	1097365	+	966	454	1193	1559	1443	2369	1694
gene-SAOUHSC_01147	CP000253.1	1097367	1098716	+	1350	941	2770	5594	3612	6001	4254
gene-SAOUHSC_01148	CP000253.1	1098732	1100051	+	1320	1854	5212	12932	6264	10272	6956
gene-SAOUHSC_01149	CP000253.1	1100157	1101569	+	1413	5734	16343	68923	23180	53202	23421
gene-SAOUHSC_01150	CP000253.1	1101602	1102774	+	1173	44106	28676	102792	38426	89422	43171
gene-SAOUHSC_01152	CP000253.1	1103160	1103825	+	666	349	1577	4180	2021	2927	2325
gene-SAOUHSC_01153	CP000253.1	1103849	1104517	+	669	1466	13837	21535	14559	18668	17045
gene-SAOUHSC_01154	CP000253.1	1104514	1105077	+	564	6010	18164	20859	22032	21538	23346
gene-SAOUHSC_01155	CP000253.1	1105089	1105379	+	291	520	6709	4997	5141	6465	7055
gene-SAOUHSC_01156	CP000253.1	1105462	1106268	+	807	267	6179	7507	6458	5531	7467
gene-SAOUHSC_01158	CP000253.1	1106292	1106909	+	618	5288	23625	26955	21722	20530	28719
gene-SAOUHSC_01159	CP000253.1	1107130	1109883	+	2754	3081	3218	11403	3991	7826	5442
gene-SAOUHSC_01160	CP000253.1	1110173	1110970	+	798	177	847	2463	1120	1952	1421
gene-SAOUHSC_01161	CP000253.1	1111031	1111240	-	210	24	209	448	134	299	283
gene-SAOUHSC_01162	CP000253.1	1111794	1112285	+	492	168	1559	1900	1345	1356	1488
gene-SAOUHSC_01163	CP000253.1	1112285	1113202	+	918	1484	8288	7514	7952	6219	9290
gene-SAOUHSC_01164	CP000253.1	1113602	1114129	+	528	148	1358	1425	1403	1919	2400
gene-SAOUHSC_01165	CP000253.1	1114347	1115654	+	1308	140	1137	2611	1060	7370	1637
gene-SAOUHSC_01166	CP000253.1	1115682	1116563	+	882	645	897	5148	863	12101	1290
gene-SAOUHSC_01168	CP000253.1	1116581	1117855	+	1275	1218	1784	7108	1810	17919	2469
gene-SAOUHSC_01169	CP000253.1	1117857	1118957	+	1101	323	1490	4358	1516	13777	2162
gene-SAOUHSC_01170	CP000253.1	1118950	1122123	+	3174	4130	6119	17354	5078	35645	7722
gene-SAOUHSC_01171	CP000253.1	1122233	1122925	+	693	319	1552	3220	1307	5160	1863
gene-SAOUHSC_01172	CP000253.1	1122925	1123536	+	612	288	1590	2202	1154	4174	1908
gene-SAOUHSC_01173	CP000253.1	1123566	1123778	+	213	159	1586	3048	1363	2525	2066
gene-SAOUHSC_01174	CP000253.1	1124215	1124616	+	402	640	2255	2427	2449	2693	3181
gene-SAOUHSC_01175	CP000253.1	1124879	1126576	-	1698	522	6902	6650	9129	7847	10593
gene-SAOUHSC_01176	CP000253.1	1126851	1127474	+	624	1942	5049	24576	5518	19228	6174
gene-SAOUHSC_01177	CP000253.1	1127474	1127692	+	219	747	2011	7073	2312	5729	2507
gene-SAOUHSC_01178	CP000253.1	1127908	1129107	+	1200	530	2004	3440	2520	3008	3064
gene-SAOUHSC_01179	CP000253.1	1129107	1131515	+	2409	1818	5356	6761	5629	6141	7477
gene-SAOUHSC_01180	CP000253.1	1132021	1132974	+	954	25	881	470	849	510	1128
gene-SAOUHSC_01181	CP000253.1	1133137	1133415	-	279	2046	3365	15625	6394	13104	5942
gene-SAOUHSC_01182	CP000253.1	1133639	1134127	+	489	157	2133	2422	2056	1724	2549
gene-SAOUHSC_01183	CP000253.1	1134120	1135055	+	936	1204	5902	6469	5770	4375	6789
gene-SAOUHSC_01184	CP000253.1	1135052	1136359	+	1308	1155	7292	8136	6555	5933	8827
gene-SAOUHSC_01185	CP000253.1	1136362	1137456	+	1095	1639	7793	9339	7278	6688	9037
gene-SAOUHSC_01186	CP000253.1	1137463	1138206	+	744	1795	4391	5792	4051	3642	4693
gene-SAOUHSC_01187	CP000253.1	1138203	1140197	+	1995	2651	26491	14458	19766	11596	29403
gene-SAOUHSC_01188	CP000253.1	1140443	1141300	+	858	381	2152	3526	2296	3135	2845
gene-SAOUHSC_01189	CP000253.1	1141301	1141945	+	645	222	2123	2273	2151	2512	2757
gene-SAOUHSC_01190	CP000253.1	1141952	1142593	+	642	500	2995	3140	2730	2850	3748
gene-SAOUHSC_01191	CP000253.1	1142974	1143162	-	189	33131	43657	107339	77596	132835	81703
gene-SAOUHSC_01192	CP000253.1	1143605	1143979	+	375	489	3964	3844	4579	3290	5385
gene-SAOUHSC_01193	CP000253.1	1143994	1145640	+	1647	2297	15148	12648	16405	13845	22108
gene-SAOUHSC_01194	CP000253.1	1145830	1147890	+	2061	812	2773	7109	4262	7432	5090
gene-SAOUHSC_01196	CP000253.1	1148093	1148665	+	573	1110	1912	10282	2799	10202	3084
gene-SAOUHSC_01197	CP000253.1	1148670	1149656	+	987	6631	3436	19652	5478	19000	5174
gene-SAOUHSC_01198	CP000253.1	1149649	1150575	+	927	3893	3776	18847	5742	20852	5626
gene-SAOUHSC_01199	CP000253.1	1150568	1151302	+	735	5664	3858	21069	5967	22228	5976
gene-SAOUHSC_01200	CP000253.1	1151425	1151523	-	99	2850	509	5773	573	2429	575
gene-SAOUHSC_01201	CP000253.1	1151545	1151778	+	234	1633	3331	19450	4896	27569	6024
gene-SAOUHSC_01203	CP000253.1	1151894	1152625	+	732	319	550	1624	601	1361	721
gene-SAOUHSC_01204	CP000253.1	1152772	1156338	+	3567	712	3623	6462	4100	5623	5089
gene-SAOUHSC_01205	CP000253.1	1156338	1157588	+	1251	831	2193	3420	2186	2700	2723
gene-SAOUHSC_01206	CP000253.1	1157575	1157907	+	333	95	778	2001	635	948	845
gene-SAOUHSC_01207	CP000253.1	1157933	1159300	+	1368	2226	8310	14740	9418	12098	11601
gene-SAOUHSC_01208	CP000253.1	1159735	1160010	+	276	1149	9250	5036	9677	4354	15127
gene-SAOUHSC_01209	CP000253.1	1160198	1160701	+	504	77	1954	737	1706	613	2411
gene-SAOUHSC_01210	CP000253.1	1160701	1161438	+	738	417	4758	1463	4396	1311	5908
gene-SAOUHSC_01211	CP000253.1	1161541	1161891	+	351	4321	88754	17812	100173	54082	119977
gene-SAOUHSC_01212	CP000253.1	1162045	1162206	+	162	1	48	20	48	31	58
gene-SAOUHSC_01213	CP000253.1	1162135	1164741	-	2607	332	2405	3951	2535	3371	3363
gene-SAOUHSC_01214	CP000253.1	1165142	1166026	+	885	394	1504	2980	1737	2145	2163
gene-SAOUHSC_01215	CP000253.1	1166010	1166777	+	768	910	2422	3391	2299	2364	3057
gene-SAOUHSC_01216	CP000253.1	1166886	1168052	+	1167	20311	25003	36404	38080	29084	34933
gene-SAOUHSC_01218	CP000253.1	1168074	1168982	+	909	18009	31252	32947	44650	29153	44986
gene-SAOUHSC_01219	CP000253.1	1169209	1170327	+	1119	41	1312	314	1152	389	1608
gene-SAOUHSC_01220	CP000253.1	1170355	1171599	+	1245	26	1201	384	840	381	1369
gene-SAOUHSC_01221	CP000253.1	1171904	1172644	+	741	28	225	180	172	170	294
gene-SAOUHSC_01222	CP000253.1	1172818	1174893	+	2076	9513	16044	33703	17165	21615	18947
gene-SAOUHSC_01223	CP000253.1	1175049	1176356	+	1308	8933	16655	25979	15673	15349	19405
gene-SAOUHSC_01224	CP000253.1	1176773	1177669	+	897	1611	2168	8798	3644	6913	3574
gene-SAOUHSC_01225	CP000253.1	1177666	1178211	+	546	3274	2567	8103	4523	6527	4071
gene-SAOUHSC_01226	CP000253.1	1178277	1179680	+	1404	4093	7300	22010	11564	18254	11111
gene-SAOUHSC_01228	CP000253.1	1179705	1180478	+	774	1963	4253	16725	6209	13405	6767
gene-SAOUHSC_01230	CP000253.1	1180529	1180621	+	93	14	28	48	40	59	51
gene-SAOUHSC_01232	CP000253.1	1180857	1181588	+	732	3690	243085	27291	244663	35062	281853
gene-SAOUHSC_01233	CP000253.1	1181622	1181735	+	114	114	12430	2309	8174	2097	11948
gene-SAOUHSC_01234	CP000253.1	1181770	1182651	+	882	5798	116009	28719	119201	35144	144345
gene-SAOUHSC_01235	CP000253.1	1182788	1183510	+	723	728	2508	2319	2774	2305	3798
gene-SAOUHSC_01236	CP000253.1	1183529	1184083	+	555	706	5387	4029	5206	4069	7319
gene-SAOUHSC_01237	CP000253.1	1184456	1185226	+	771	251	1459	2998	1629	2528	1755
gene-SAOUHSC_01238	CP000253.1	1185233	1186015	+	783	364	1733	1962	1816	2102	2238
gene-SAOUHSC_01239	CP000253.1	1186354	1187538	+	1185	1257	4254	8444	4417	6553	6111
gene-SAOUHSC_01240	CP000253.1	1187558	1189261	+	1704	4387	10557	19582	11411	17738	15138
gene-SAOUHSC_01241	CP000253.1	1189525	1193835	+	4311	4265	28785	18367	26910	18590	38039
gene-SAOUHSC_01242	CP000253.1	1194125	1194592	+	468	431	5084	2926	5659	2661	6781
gene-SAOUHSC_01243	CP000253.1	1194613	1195788	+	1176	1351	11544	4269	13629	6859	16086
gene-SAOUHSC_01244	CP000253.1	1195809	1196093	+	285	362	2685	1445	2527	1562	3338
gene-SAOUHSC_01245	CP000253.1	1196090	1196407	+	318	383	2922	1857	3021	1790	3754
gene-SAOUHSC_01246	CP000253.1	1196412	1198529	+	2118	5630	37354	25028	40451	29773	51601
gene-SAOUHSC_01247	CP000253.1	1198915	1199265	+	351	1322	6416	6364	6958	5199	8659
gene-SAOUHSC_01248	CP000253.1	1199434	1200351	+	918	982	1278	3659	1681	2869	1788
gene-SAOUHSC_01249	CP000253.1	1200366	1201337	+	972	917	3181	7031	4388	6871	5309
gene-SAOUHSC_01250	CP000253.1	1201452	1201721	+	270	3372	78325	36912	67043	39023	102867
gene-SAOUHSC_01251	CP000253.1	1202091	1204187	+	2097	11212	26591	37216	30669	33484	34216
gene-SAOUHSC_01252	CP000253.1	1204525	1206096	+	1572	6411	24567	27637	25271	26393	35759
gene-SAOUHSC_01253	CP000253.1	1206478	1208721	+	2244	3746	7487	14293	9587	15033	12181
gene-SAOUHSC_01254	CP000253.1	1208726	1209439	+	714	928	1142	2625	1643	3033	1800
gene-SAOUHSC_01255	CP000253.1	1209470	1210735	+	1266	64	955	635	889	632	1309
gene-SAOUHSC_01256	CP000253.1	1210735	1212021	+	1287	344	1839	1715	1937	1419	2543
gene-SAOUHSC_01257	CP000253.1	1212021	1212725	+	705	600	1465	1247	1689	1241	2118
gene-SAOUHSC_01258	CP000253.1	1212830	1213657	+	828	1318	4388	7630	4354	5336	5625
gene-SAOUHSC_01259	CP000253.1	1213676	1214068	+	393	1828	2576	3641	2523	3112	3506
gene-SAOUHSC_01260	CP000253.1	1214102	1214680	+	579	475	3658	5364	3269	3960	4939
gene-SAOUHSC_01261	CP000253.1	1214907	1216058	+	1152	331	1840	3562	1976	3405	2575
gene-SAOUHSC_01262	CP000253.1	1216298	1217266	+	969	10894	53389	37234	52177	46551	71182
gene-SAOUHSC_01263	CP000253.1	1217620	1219179	+	1560	12532	105617	67298	113956	68338	121615
gene-SAOUHSC_01264	CP000253.1	1219476	1219691	-	216	32	577	977	1251	1413	1527
gene-SAOUHSC_01265	CP000253.1	1219865	1220662	+	798	1236	1682	6100	2219	5578	2498
gene-SAOUHSC_01266	CP000253.1	1220802	1222562	+	1761	2458	6311	12729	7844	9014	8559
gene-SAOUHSC_01267	CP000253.1	1222563	1223429	+	867	2180	4303	8081	4752	5989	5643
gene-SAOUHSC_01268	CP000253.1	1223523	1223816	+	294	46	158	784	211	586	238
gene-SAOUHSC_01269	CP000253.1	1223950	1225494	+	1545	1204	8333	11579	6766	10115	9441
gene-SAOUHSC_01270	CP000253.1	1225495	1225860	+	366	603	4015	5808	3220	3433	4321
gene-SAOUHSC_01271	CP000253.1	1225887	1226378	+	492	821	4258	3529	3630	3706	5106
gene-SAOUHSC_01272	CP000253.1	1226777	1229299	+	2523	935	3052	6534	3198	5102	4466
gene-SAOUHSC_01273	CP000253.1	1229312	1231321	+	2010	966	3319	6061	2973	4629	4549
gene-SAOUHSC_01274	CP000253.1	1231327	1231869	+	543	222	1357	2193	973	1390	1504
gene-SAOUHSC_01275	CP000253.1	1232334	1233152	+	819	11296	2672	19831	3995	28347	4820
gene-SAOUHSC_01276	CP000253.1	1233281	1234777	+	1497	3652	2994	12243	4550	12940	4393
gene-SAOUHSC_01278	CP000253.1	1234935	1236608	+	1674	7760	2036	12998	2636	63128	2512
gene-SAOUHSC_01279	CP000253.1	1236758	1237672	+	915	217	291	1988	364	1685	482
gene-SAOUHSC_01280	CP000253.1	1237690	1238625	+	936	277	1360	2237	1719	2575	1985
gene-SAOUHSC_01281	CP000253.1	1238640	1238873	+	234	108	783	663	1106	1347	1272
gene-SAOUHSC_01282	CP000253.1	1239095	1239571	-	477	970	1054	4073	1822	3458	2032
gene-SAOUHSC_01283	CP000253.1	1239683	1240921	+	1239	372	2090	2099	2269	1912	2620
gene-SAOUHSC_01284	CP000253.1	1240940	1242178	+	1239	353	3376	3046	3590	2481	4524
